molecule_chembl_id,record_count,chembl_target_degree,canonical_smiles,endpoint_types,dominant_endpoint,doi_count,year_min,year_max,pchembl_min,pchembl_max,pchembl_range,target_ids,target_names,target_organisms
CHEMBL6338,15,8,O=c1oc2c(O)c(O)ccc2c2cc(O)c(O)cc12,IC50; Kd; Ki,IC50,2,2019,2024,4.86,7.55,2.69,CHEMBL1075126; CHEMBL3713355; CHEMBL4523371; CHEMBL4523427; CHEMBL4523291; CHEMBL4523400; CHEMBL4523282; CHEMBL4523392,Pyruvate kinase PKLR; Polypeptide N-acetylgalactosaminyltransferase 2; Polypeptide N-acetylgalactosaminyltransferase 10; Polypeptide N-acetylgalactosaminyltransferase 14; Polypeptide N-acetylgalactosaminyltransferase 3; Polypeptide N-acetylgalactosaminyltransferase 6; Polypeptide N-acetylgalactosaminyltransferase 1; Polypeptide N-acetylgalactosaminyltransferase 13,Homo sapiens
CHEMBL3586608,12,8,CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1.Cl,IC50; Ki,IC50,2,2015,2022,4.8,8.0,3.2,CHEMBL2039; CHEMBL4078; CHEMBL220; CHEMBL3198; CHEMBL2993; CHEMBL5763; CHEMBL1914; CHEMBL1951,Amine oxidase [flavin-containing] B; Acetylcholinesterase; Cholinesterase; Amine oxidase [flavin-containing] A,Homo sapiens; Electrophorus electricus; Mus musculus; Rattus norvegicus; Equus caballus
CHEMBL1078442,11,8,CC(C)=CCC/C(C)=C/COc1c2ccoc2cc2oc(=O)ccc12,Ki; IC50,Ki,4,2005,2023,4.4,6.16,1.76,CHEMBL4822; CHEMBL3335; CHEMBL340; CHEMBL1743542; CHEMBL4729; CHEMBL4523582; CHEMBL3019; CHEMBL5281,Beta-secretase 1; Cytochrome P450 2B1; Cytochrome P450 3A4; Cytochrome P450 2B4; Cytochrome P450 2B6; Replicase polyprotein 1ab; Cytochrome P450 3A5; Cytochrome P450 2E1,Homo sapiens; Rattus norvegicus; Oryctolagus cuniculus; Severe acute respiratory syndrome coronavirus 2
CHEMBL3586582,9,8,Cc1c(C)c2ccc(OCCCCCCN(C)Cc3ccccc3)cc2oc1=O,Ki; IC50,IC50,1,2015,2015,5.77,7.1,1.33,CHEMBL4078; CHEMBL1951; CHEMBL2039; CHEMBL220; CHEMBL3358; CHEMBL5763; CHEMBL1914; CHEMBL2993,Acetylcholinesterase; Amine oxidase [flavin-containing] A; Amine oxidase [flavin-containing] B; Cholinesterase,Electrophorus electricus; Homo sapiens; Rattus norvegicus; Equus caballus
CHEMBL390320,9,8,COc1cc2oc(=O)ccc2cc1O,Ki; IC50,Ki,4,2007,2021,4.25,5.38,1.13,CHEMBL3242; CHEMBL3912; CHEMBL3594; CHEMBL261; CHEMBL4358; CHEMBL4361; CHEMBL2326; CHEMBL1900,Carbonic anhydrase 12; Carbonic anhydrase 13; Carbonic anhydrase 9; Carbonic anhydrase 1; Polyunsaturated fatty acid lipoxygenase ALOX15; Induced myeloid leukemia cell differentiation protein Mcl-1; Carbonic anhydrase 7; Aldo-keto reductase family 1 member B1,Homo sapiens; Oryctolagus cuniculus
CHEMBL4081954,9,8,O=C(NCCCc1ccc(O)cc1)c1cc2ccc(O)cc2oc1=O,Ki; IC50,IC50,1,2017,2017,5.38,8.64,3.26,CHEMBL5983; CHEMBL1900; CHEMBL4999; CHEMBL5905; CHEMBL5847; CHEMBL2246; CHEMBL4681; CHEMBL5586,Aldo-keto reductase family 1 member B10; Aldo-keto reductase family 1 member B1; Aldo-keto reductase family 1 member C4; Aldo-keto reductase family 1 member C1; Aldo-keto reductase family 1 member C2; Aldo-keto reductase family 1 member A1; Aldo-keto reductase family 1 member C3; Carbonyl reductase [NADPH] 1,Homo sapiens
CHEMBL593763,9,8,CNCc1cc(=O)oc2cc(OCc3cccc(Cl)c3)ccc12.CS(=O)(=O)O,IC50,IC50,1,2009,2009,5.23,8.52,3.29,CHEMBL2993; CHEMBL340; CHEMBL5281; CHEMBL289; CHEMBL3622; CHEMBL3397; CHEMBL3356; CHEMBL3358,Amine oxidase [flavin-containing] B; Cytochrome P450 3A4; Cytochrome P450 2E1; Cytochrome P450 2D6; Cytochrome P450 2C19; Cytochrome P450 2C9; Cytochrome P450 1A2; Amine oxidase [flavin-containing] A,Rattus norvegicus; Homo sapiens
CHEMBL1578982,8,8,Cc1ccc(S(=O)(=O)N[C@H](C(=O)Oc2ccc3c(C(F)(F)F)cc(=O)oc3c2)c2ccccc2)cc1,AC50; IC50,AC50,0,,,4.57,5.75,1.18,CHEMBL3356; CHEMBL1293246; CHEMBL1293302; CHEMBL5804; CHEMBL3397; CHEMBL3622; CHEMBL340; CHEMBL1293282,Cytochrome P450 1A2; Beta Lactamase; Female germline-specific tumor suppressor gld-1; Toll-like receptor 9; Cytochrome P450 2C9; Cytochrome P450 2C19; Cytochrome P450 3A4; Protein Rev,Homo sapiens; Pseudomonas aeruginosa; Caenorhabditis elegans; Human immunodeficiency virus type 1 group M subtype B (isolate HXB2)(HIV-1)
CHEMBL3586577,8,8,Cc1c(C)c2ccc(OCCCCCNCc3ccccc3)cc2oc1=O.Cl,IC50,IC50,1,2015,2015,5.66,7.54,1.88,CHEMBL2039; CHEMBL220; CHEMBL1951; CHEMBL2993; CHEMBL4078; CHEMBL1914; CHEMBL5763; CHEMBL3358,Amine oxidase [flavin-containing] B; Acetylcholinesterase; Amine oxidase [flavin-containing] A; Cholinesterase,Homo sapiens; Rattus norvegicus; Electrophorus electricus; Equus caballus
CHEMBL4089817,8,8,O=C(NCCCc1ccc(F)cc1)c1cc2ccc(O)cc2oc1=O,IC50,IC50,1,2017,2017,4.92,8.46,3.54,CHEMBL5983; CHEMBL1900; CHEMBL4999; CHEMBL4681; CHEMBL5847; CHEMBL5586; CHEMBL2246; CHEMBL5905,Aldo-keto reductase family 1 member B10; Aldo-keto reductase family 1 member B1; Aldo-keto reductase family 1 member C4; Aldo-keto reductase family 1 member C3; Aldo-keto reductase family 1 member C2; Carbonyl reductase [NADPH] 1; Aldo-keto reductase family 1 member A1; Aldo-keto reductase family 1 member C1,Homo sapiens
CHEMBL5556627,8,8,NS(=O)(=O)c1ccc(NC(=O)c2cc3ccccc3oc2=O)c(F)c1,Ki; IC50,Ki,1,2024,2024,6.04,9.4,3.36,CHEMBL205; CHEMBL4789; CHEMBL2326; CHEMBL3969; CHEMBL3242; CHEMBL3729; CHEMBL2039; CHEMBL261,"Carbonic anhydrase 2; Carbonic anhydrase 5A, mitochondrial; Carbonic anhydrase 7; Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 12; Carbonic anhydrase 4; Amine oxidase [flavin-containing] B; Carbonic anhydrase 1",Homo sapiens
CHEMBL5562537,8,8,CC(=O)c1cc2ccc(OCc3ccc(S(N)(=O)=O)cc3)cc2oc1=O,Ki; IC50,Ki,1,2024,2024,6.08,7.74,1.66,CHEMBL205; CHEMBL3242; CHEMBL2326; CHEMBL2039; CHEMBL3969; CHEMBL4789; CHEMBL3729; CHEMBL261,"Carbonic anhydrase 2; Carbonic anhydrase 12; Carbonic anhydrase 7; Amine oxidase [flavin-containing] B; Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 5A, mitochondrial; Carbonic anhydrase 4; Carbonic anhydrase 1",Homo sapiens
CHEMBL5563200,8,8,COc1ccc2cc(C(=O)Nc3ccc(S(N)(=O)=O)cc3)c(=O)oc2c1,Ki; IC50,Ki,1,2024,2024,6.24,7.64,1.4,CHEMBL3242; CHEMBL205; CHEMBL3969; CHEMBL2326; CHEMBL3729; CHEMBL4789; CHEMBL2039; CHEMBL261,"Carbonic anhydrase 12; Carbonic anhydrase 2; Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 7; Carbonic anhydrase 4; Carbonic anhydrase 5A, mitochondrial; Amine oxidase [flavin-containing] B; Carbonic anhydrase 1",Homo sapiens
CHEMBL5565316,8,8,Cc1cc2ccc(OCc3ccc(S(N)(=O)=O)cc3)cc2oc1=O,IC50; Ki,Ki,1,2024,2024,6.26,8.15,1.89,CHEMBL2039; CHEMBL3969; CHEMBL4789; CHEMBL2326; CHEMBL205; CHEMBL3729; CHEMBL3242; CHEMBL261,"Amine oxidase [flavin-containing] B; Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 5A, mitochondrial; Carbonic anhydrase 7; Carbonic anhydrase 2; Carbonic anhydrase 4; Carbonic anhydrase 12; Carbonic anhydrase 1",Homo sapiens
CHEMBL5565616,8,8,COC(=O)c1c(OCc2ccc(S(N)(=O)=O)cc2)ccc2c(C)cc(=O)oc12,Ki; IC50,Ki,1,2024,2024,4.21,9.1,4.89,CHEMBL205; CHEMBL4789; CHEMBL3969; CHEMBL2326; CHEMBL3242; CHEMBL3729; CHEMBL2039; CHEMBL261,"Carbonic anhydrase 2; Carbonic anhydrase 5A, mitochondrial; Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 7; Carbonic anhydrase 12; Carbonic anhydrase 4; Amine oxidase [flavin-containing] B; Carbonic anhydrase 1",Homo sapiens
CHEMBL5566534,8,8,NS(=O)(=O)c1ccc(COc2ccc3ccc(=O)oc3c2)cc1,Ki; IC50,Ki,1,2024,2024,6.26,8.21,1.95,CHEMBL205; CHEMBL2326; CHEMBL2039; CHEMBL3969; CHEMBL4789; CHEMBL3242; CHEMBL3729; CHEMBL261,"Carbonic anhydrase 2; Carbonic anhydrase 7; Amine oxidase [flavin-containing] B; Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 5A, mitochondrial; Carbonic anhydrase 12; Carbonic anhydrase 4; Carbonic anhydrase 1",Homo sapiens
CHEMBL5567576,8,8,C/C(=N/O)c1cc2ccc(OCc3ccc(S(N)(=O)=O)cc3)cc2oc1=O,Ki; IC50,Ki,1,2024,2024,6.07,7.67,1.6,CHEMBL3969; CHEMBL205; CHEMBL2326; CHEMBL3242; CHEMBL2039; CHEMBL4789; CHEMBL3729; CHEMBL261,"Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 2; Carbonic anhydrase 7; Carbonic anhydrase 12; Amine oxidase [flavin-containing] B; Carbonic anhydrase 5A, mitochondrial; Carbonic anhydrase 4; Carbonic anhydrase 1",Homo sapiens
CHEMBL5569915,8,8,Cc1c(Cl)c(=O)oc2cc(OCC(=O)Nc3ccc(S(N)(=O)=O)cc3Cl)ccc12,Ki; IC50,Ki,1,2024,2024,4.96,7.25,2.29,CHEMBL3969; CHEMBL3242; CHEMBL205; CHEMBL2326; CHEMBL3729; CHEMBL4789; CHEMBL261; CHEMBL2039,"Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 12; Carbonic anhydrase 2; Carbonic anhydrase 7; Carbonic anhydrase 4; Carbonic anhydrase 5A, mitochondrial; Carbonic anhydrase 1; Amine oxidase [flavin-containing] B",Homo sapiens
CHEMBL5570372,8,8,NS(=O)(=O)c1ccc(NC(=O)COc2ccc3ccc(=O)oc3c2)c(Cl)c1,Ki; IC50,Ki,1,2024,2024,5.62,7.28,1.66,CHEMBL205; CHEMBL4789; CHEMBL3242; CHEMBL3969; CHEMBL2326; CHEMBL3729; CHEMBL2039; CHEMBL261,"Carbonic anhydrase 2; Carbonic anhydrase 5A, mitochondrial; Carbonic anhydrase 12; Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 7; Carbonic anhydrase 4; Amine oxidase [flavin-containing] B; Carbonic anhydrase 1",Homo sapiens
CHEMBL5570880,8,8,NS(=O)(=O)c1ccc(COc2ccc3c(Cl)cc(=O)oc3c2)cc1,IC50; Ki,Ki,1,2024,2024,5.19,7.95,2.76,CHEMBL2039; CHEMBL205; CHEMBL2326; CHEMBL3242; CHEMBL4789; CHEMBL3729; CHEMBL3969; CHEMBL261,"Amine oxidase [flavin-containing] B; Carbonic anhydrase 2; Carbonic anhydrase 7; Carbonic anhydrase 12; Carbonic anhydrase 5A, mitochondrial; Carbonic anhydrase 4; Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 1",Homo sapiens
CHEMBL5570926,8,8,CCN(CC)Cc1cc(=O)oc2cc(OCc3ccc(S(N)(=O)=O)cc3)ccc12,Ki; IC50,Ki,1,2024,2024,5.16,7.75,2.59,CHEMBL2326; CHEMBL205; CHEMBL3969; CHEMBL4789; CHEMBL3242; CHEMBL3729; CHEMBL2039; CHEMBL261,"Carbonic anhydrase 7; Carbonic anhydrase 2; Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 5A, mitochondrial; Carbonic anhydrase 12; Carbonic anhydrase 4; Amine oxidase [flavin-containing] B; Carbonic anhydrase 1",Homo sapiens
CHEMBL5571128,8,8,NS(=O)(=O)c1ccc(COc2ccc3c(N4CCNCC4)cc(=O)oc3c2)cc1,Ki; IC50,Ki,1,2024,2024,5.03,8.62,3.59,CHEMBL205; CHEMBL2326; CHEMBL3969; CHEMBL3242; CHEMBL3729; CHEMBL4789; CHEMBL2039; CHEMBL261,"Carbonic anhydrase 2; Carbonic anhydrase 7; Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 12; Carbonic anhydrase 4; Carbonic anhydrase 5A, mitochondrial; Amine oxidase [flavin-containing] B; Carbonic anhydrase 1",Homo sapiens
CHEMBL5571185,8,8,CCOC(=O)c1cc2ccc(OCc3ccc(S(N)(=O)=O)cc3)cc2oc1=O,Ki; IC50,Ki,1,2024,2024,6.12,8.01,1.89,CHEMBL2326; CHEMBL3242; CHEMBL205; CHEMBL3729; CHEMBL3969; CHEMBL4789; CHEMBL2039; CHEMBL261,"Carbonic anhydrase 7; Carbonic anhydrase 12; Carbonic anhydrase 2; Carbonic anhydrase 4; Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 5A, mitochondrial; Amine oxidase [flavin-containing] B; Carbonic anhydrase 1",Homo sapiens
CHEMBL5571218,8,8,NS(=O)(=O)c1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,IC50; Ki,Ki,1,2024,2024,5.31,8.1,2.79,CHEMBL2039; CHEMBL205; CHEMBL3242; CHEMBL2326; CHEMBL4789; CHEMBL3969; CHEMBL3729; CHEMBL261,"Amine oxidase [flavin-containing] B; Carbonic anhydrase 2; Carbonic anhydrase 12; Carbonic anhydrase 7; Carbonic anhydrase 5A, mitochondrial; Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 4; Carbonic anhydrase 1",Homo sapiens
CHEMBL5571767,8,8,NS(=O)(=O)c1ccc(COc2ccc3c(CN4CCNCC4)cc(=O)oc3c2)cc1,Ki; IC50,Ki,1,2024,2024,5.08,10.0,4.92,CHEMBL205; CHEMBL3242; CHEMBL2326; CHEMBL3969; CHEMBL3729; CHEMBL4789; CHEMBL2039; CHEMBL261,"Carbonic anhydrase 2; Carbonic anhydrase 12; Carbonic anhydrase 7; Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 4; Carbonic anhydrase 5A, mitochondrial; Amine oxidase [flavin-containing] B; Carbonic anhydrase 1",Homo sapiens
CHEMBL5572092,8,8,NS(=O)(=O)c1ccc(NC(=O)COc2ccc3ccc(=O)oc3c2)c(Br)c1,Ki; IC50,Ki,1,2024,2024,5.32,7.08,1.76,CHEMBL4789; CHEMBL3242; CHEMBL3969; CHEMBL205; CHEMBL2326; CHEMBL3729; CHEMBL261; CHEMBL2039,"Carbonic anhydrase 5A, mitochondrial; Carbonic anhydrase 12; Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 2; Carbonic anhydrase 7; Carbonic anhydrase 4; Carbonic anhydrase 1; Amine oxidase [flavin-containing] B",Homo sapiens
CHEMBL5572513,8,8,COc1ccc2cc(C(=O)Nc3ccc(S(N)(=O)=O)cc3F)c(=O)oc2c1,Ki; IC50,Ki,1,2024,2024,5.94,8.03,2.09,CHEMBL3242; CHEMBL4789; CHEMBL3969; CHEMBL2039; CHEMBL2326; CHEMBL3729; CHEMBL205; CHEMBL261,"Carbonic anhydrase 12; Carbonic anhydrase 5A, mitochondrial; Carbonic anhydrase 5B, mitochondrial; Amine oxidase [flavin-containing] B; Carbonic anhydrase 7; Carbonic anhydrase 4; Carbonic anhydrase 2; Carbonic anhydrase 1",Homo sapiens
CHEMBL5573918,8,8,NC(=O)Cc1cc(=O)oc2cc(OCc3ccc(S(N)(=O)=O)cc3)ccc12,Ki; IC50,Ki,1,2024,2024,5.12,7.36,2.24,CHEMBL2326; CHEMBL4789; CHEMBL205; CHEMBL3969; CHEMBL3729; CHEMBL2039; CHEMBL3242; CHEMBL261,"Carbonic anhydrase 7; Carbonic anhydrase 5A, mitochondrial; Carbonic anhydrase 2; Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 4; Amine oxidase [flavin-containing] B; Carbonic anhydrase 12; Carbonic anhydrase 1",Homo sapiens
CHEMBL5574490,8,8,NS(=O)(=O)c1ccc(COc2ccc3c(N4CCOCC4)cc(=O)oc3c2)cc1,Ki; IC50,Ki,1,2024,2024,5.04,9.4,4.36,CHEMBL205; CHEMBL3242; CHEMBL2326; CHEMBL3969; CHEMBL3729; CHEMBL4789; CHEMBL2039; CHEMBL261,"Carbonic anhydrase 2; Carbonic anhydrase 12; Carbonic anhydrase 7; Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 4; Carbonic anhydrase 5A, mitochondrial; Amine oxidase [flavin-containing] B; Carbonic anhydrase 1",Homo sapiens
CHEMBL5575065,8,8,NS(=O)(=O)c1ccc(NC(=O)c2cc3ccccc3oc2=O)c(Cl)c1,Ki; IC50,Ki,1,2024,2024,5.57,7.62,2.05,CHEMBL205; CHEMBL2326; CHEMBL3969; CHEMBL3242; CHEMBL4789; CHEMBL2039; CHEMBL3729; CHEMBL261,"Carbonic anhydrase 2; Carbonic anhydrase 7; Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 12; Carbonic anhydrase 5A, mitochondrial; Amine oxidase [flavin-containing] B; Carbonic anhydrase 4; Carbonic anhydrase 1",Homo sapiens
CHEMBL5575196,8,8,CN(C)Cc1cc(=O)oc2cc(OCc3ccc(S(N)(=O)=O)cc3)ccc12,Ki; IC50,Ki,1,2024,2024,5.22,7.91,2.69,CHEMBL2326; CHEMBL205; CHEMBL3969; CHEMBL3242; CHEMBL4789; CHEMBL3729; CHEMBL2039; CHEMBL261,"Carbonic anhydrase 7; Carbonic anhydrase 2; Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 12; Carbonic anhydrase 5A, mitochondrial; Carbonic anhydrase 4; Amine oxidase [flavin-containing] B; Carbonic anhydrase 1",Homo sapiens
CHEMBL5575430,8,8,NC(=O)c1cc2ccc(OCc3ccc(S(N)(=O)=O)cc3)cc2oc1=O,Ki; IC50,Ki,1,2024,2024,6.04,7.95,1.91,CHEMBL3969; CHEMBL205; CHEMBL3242; CHEMBL2326; CHEMBL4789; CHEMBL3729; CHEMBL261; CHEMBL2039,"Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 2; Carbonic anhydrase 12; Carbonic anhydrase 7; Carbonic anhydrase 5A, mitochondrial; Carbonic anhydrase 4; Carbonic anhydrase 1; Amine oxidase [flavin-containing] B",Homo sapiens
CHEMBL5575791,8,8,NS(=O)(=O)c1ccc(NC(=O)COc2ccc3ccc(=O)oc3c2)c(F)c1,Ki; IC50,Ki,1,2024,2024,5.76,8.05,2.29,CHEMBL2326; CHEMBL4789; CHEMBL205; CHEMBL3969; CHEMBL3242; CHEMBL3729; CHEMBL261; CHEMBL2039,"Carbonic anhydrase 7; Carbonic anhydrase 5A, mitochondrial; Carbonic anhydrase 2; Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 12; Carbonic anhydrase 4; Carbonic anhydrase 1; Amine oxidase [flavin-containing] B",Homo sapiens
CHEMBL5583585,8,8,Cc1c(Cl)c(=O)oc2cc(OCc3ccc(S(N)(=O)=O)cc3)ccc12,Ki; IC50,Ki,1,2024,2024,5.09,8.25,3.16,CHEMBL2326; CHEMBL2039; CHEMBL4789; CHEMBL205; CHEMBL3242; CHEMBL3729; CHEMBL3969; CHEMBL261,"Carbonic anhydrase 7; Amine oxidase [flavin-containing] B; Carbonic anhydrase 5A, mitochondrial; Carbonic anhydrase 2; Carbonic anhydrase 12; Carbonic anhydrase 4; Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 1",Homo sapiens
CHEMBL5589767,8,8,Cc1c(Cl)c(=O)oc2cc(OCC(=O)Nc3ccc(S(N)(=O)=O)cc3F)ccc12,Ki; IC50,Ki,1,2024,2024,5.49,8.17,2.68,CHEMBL4789; CHEMBL2326; CHEMBL3969; CHEMBL3729; CHEMBL205; CHEMBL3242; CHEMBL261; CHEMBL2039,"Carbonic anhydrase 5A, mitochondrial; Carbonic anhydrase 7; Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 4; Carbonic anhydrase 2; Carbonic anhydrase 12; Carbonic anhydrase 1; Amine oxidase [flavin-containing] B",Homo sapiens
CHEMBL5593900,8,8,NS(=O)(=O)c1ccc(COc2ccc3c(CN4CCOCC4)cc(=O)oc3c2)cc1,Ki; IC50,Ki,1,2024,2024,5.05,7.82,2.77,CHEMBL205; CHEMBL2326; CHEMBL3242; CHEMBL3969; CHEMBL3729; CHEMBL4789; CHEMBL2039; CHEMBL261,"Carbonic anhydrase 2; Carbonic anhydrase 7; Carbonic anhydrase 12; Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 4; Carbonic anhydrase 5A, mitochondrial; Amine oxidase [flavin-containing] B; Carbonic anhydrase 1",Homo sapiens
CHEMBL97453,17,7,COc1cc(O)c2c(c1)oc(=O)c1c3cc(O)c(O)cc3oc21,Ki; IC50; Kd,IC50,10,2001,2023,4.42,6.22,1.8,CHEMBL5586; CHEMBL5347; CHEMBL215; CHEMBL2189117; CHEMBL1667698; CHEMBL1743122; CHEMBL5685,Carbonyl reductase [NADPH] 1; Glucose-6-phosphate 1-dehydrogenase; Polyunsaturated fatty acid 5-lipoxygenase; Polycomb protein EED; Telomere resolvase ResT; Solute carrier family 22 member 2; Solute carrier family 22 member 1,Homo sapiens; Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM4680)
CHEMBL4446622,12,7,O=c1oc2ccccc2cc1CO[C@H]1[C@@H](O)[C@@H](CO)O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](OCc3cc4ccccc4oc3=O)[C@H]2O)[C@@H]1O,Kd,Kd,1,2016,2016,4.3,7.04,2.74,CHEMBL4531; CHEMBL5474; CHEMBL4523143; CHEMBL5977; CHEMBL5475; CHEMBL4915; CHEMBL1671608,Galectin-3; Galectin-9; Galectin-7; Galectin-2; Galectin-8; Galectin-1; Galectin-4,Homo sapiens; Mus musculus
CHEMBL1256851,9,7,O=c1ccc2c(OCCCCc3ccccc3)c3ccoc3cc2o1,IC50; AC50,AC50,2,2010,2023,6.14,8.54,2.4,CHEMBL4633; CHEMBL4306; CHEMBL289; CHEMBL3622; CHEMBL3397; CHEMBL340; CHEMBL3356,Potassium voltage-gated channel subfamily A member 3; Potassium voltage-gated channel subfamily A member 5; Cytochrome P450 2D6; Cytochrome P450 2C19; Cytochrome P450 2C9; Cytochrome P450 3A4; Cytochrome P450 1A2,Homo sapiens
CHEMBL23174,9,7,NS(=O)(=O)c1ccc(CCNC(=O)c2cc3ccccc3oc2=O)cc1,Ki,Ki,2,2004,2024,6.13,8.62,2.49,CHEMBL205; CHEMBL3242; CHEMBL4789; CHEMBL3969; CHEMBL261; CHEMBL2326; CHEMBL3729,"Carbonic anhydrase 2; Carbonic anhydrase 12; Carbonic anhydrase 5A, mitochondrial; Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 1; Carbonic anhydrase 7; Carbonic anhydrase 4",Homo sapiens
CHEMBL23744,9,7,NS(=O)(=O)c1ccc(CNC(=O)c2cc3ccccc3oc2=O)cc1,Ki,Ki,2,2004,2024,5.71,7.92,2.21,CHEMBL205; CHEMBL3242; CHEMBL261; CHEMBL3969; CHEMBL4789; CHEMBL2326; CHEMBL3729,"Carbonic anhydrase 2; Carbonic anhydrase 12; Carbonic anhydrase 1; Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 5A, mitochondrial; Carbonic anhydrase 7; Carbonic anhydrase 4",Homo sapiens
CHEMBL23967,9,7,NS(=O)(=O)c1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,Ki,Ki,2,2004,2024,6.07,7.89,1.82,CHEMBL205; CHEMBL3969; CHEMBL3242; CHEMBL2326; CHEMBL261; CHEMBL4789; CHEMBL3729,"Carbonic anhydrase 2; Carbonic anhydrase 5B, mitochondrial; Carbonic anhydrase 12; Carbonic anhydrase 7; Carbonic anhydrase 1; Carbonic anhydrase 5A, mitochondrial; Carbonic anhydrase 4",Homo sapiens
CHEMBL52096,9,7,Cc1cc(=O)oc2cc(OCCCN3CCN(c4ccccc4)CC3)ccc12,Ki; Kd,Ki,3,1998,2013,6.03,9.1,3.07,CHEMBL214; CHEMBL273; CHEMBL217; CHEMBL319; CHEMBL234; CHEMBL339; CHEMBL322,5-hydroxytryptamine receptor 1A; D(2) dopamine receptor; Alpha-1A adrenergic receptor; D(3) dopamine receptor; 5-hydroxytryptamine receptor 2A,Homo sapiens; Rattus norvegicus
CHEMBL54909,8,7,COc1cc2ccc(=O)oc2c(O)c1O,Ki; IC50,Ki,2,2013,2021,4.03,6.21,2.18,CHEMBL3594; CHEMBL2326; CHEMBL261; CHEMBL4361; CHEMBL3242; CHEMBL3912; CHEMBL205,Carbonic anhydrase 9; Carbonic anhydrase 7; Carbonic anhydrase 1; Induced myeloid leukemia cell differentiation protein Mcl-1; Carbonic anhydrase 12; Carbonic anhydrase 13; Carbonic anhydrase 2,Homo sapiens
CHEMBL56918,8,7,C/C(=C\COc1ccc2ccc(=O)oc2c1)C1=CC(=O)C(C)(C)O1,IC50; Ki,Ki,3,2002,2018,4.57,6.84,2.27,CHEMBL2039; CHEMBL3594; CHEMBL3242; CHEMBL2326; CHEMBL3912; CHEMBL261; CHEMBL1951,Amine oxidase [flavin-containing] B; Carbonic anhydrase 9; Carbonic anhydrase 12; Carbonic anhydrase 7; Carbonic anhydrase 13; Carbonic anhydrase 1; Amine oxidase [flavin-containing] A,Homo sapiens
CHEMBL1531320,7,7,O=C(NCc1ccco1)c1cc2ccc(O)cc2oc1=O,EC50; IC50,EC50,0,,,4.84,6.54,1.7,CHEMBL5567; CHEMBL3230; CHEMBL2955; CHEMBL242; CHEMBL4333; CHEMBL1293228; CHEMBL206,Luciferin 4-monooxygenase; Sphingosine 1-phosphate receptor 4; Sphingosine 1-phosphate receptor 2; Estrogen receptor beta; Sphingosine 1-phosphate receptor 1; Streptokinase A; Estrogen receptor,Photinus pyralis; Homo sapiens; Streptococcus pyogenes serotype M1
CHEMBL1968646,7,7,O=c1oc2ccccc2c2[nH]c(-c3ccccc3)nc12,Ki,Ki,0,,,5.2,6.0,0.8,CHEMBL2147; CHEMBL4203; CHEMBL5407; CHEMBL2292; CHEMBL3629; CHEMBL6166; CHEMBL2828,Serine/threonine-protein kinase pim-1; Dual specificity protein kinase CLK4; Serine/threonine-protein kinase pim-3; Dual specificity tyrosine-phosphorylation-regulated kinase 1A; Casein kinase II subunit alpha; Mitogen-activated protein kinase kinase kinase kinase 4; Casein kinase I isoform delta,Homo sapiens
