compound_id,chembl_target_degree,family_aware_degree,target_family_list,target_chembl_id_list,high_family_degree_flag
CHEMBL1372308,5,2,Carbonic anhydrases; Other/unclassified,CHEMBL1293222; CHEMBL1293266; CHEMBL1825; CHEMBL3242; CHEMBL3594,0
CHEMBL1415985,5,2,Other enzymes; Other/unclassified,CHEMBL1293246; CHEMBL1293282; CHEMBL1293286; CHEMBL1293302; CHEMBL5804,0
CHEMBL1422657,5,2,Other enzymes; Other/unclassified,CHEMBL1293274; CHEMBL1293286; CHEMBL1741179; CHEMBL1741217; CHEMBL1795098,0
CHEMBL1484595,5,2,Other enzymes; Proteases,CHEMBL2007628; CHEMBL2007629; CHEMBL2635; CHEMBL3864; CHEMBL4471,0
CHEMBL1499658,5,2,Other enzymes; Other/unclassified,CHEMBL1075145; CHEMBL1293251; CHEMBL1293269; CHEMBL2758; CHEMBL4361,0
CHEMBL1505071,5,2,Cytochrome P450s; Other/unclassified,CHEMBL1293251; CHEMBL3356; CHEMBL3397; CHEMBL340; CHEMBL3622,0
CHEMBL1733383,5,2,Ion channels and transporters; Other enzymes,CHEMBL1795098; CHEMBL2007628; CHEMBL2635; CHEMBL3864; CHEMBL4523503,0
CHEMBL274030,5,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL220; CHEMBL2993; CHEMBL3358,0
CHEMBL315046,5,2,Other/unclassified; Proteases,CHEMBL321; CHEMBL333; CHEMBL3412; CHEMBL3869; CHEMBL4588,0
CHEMBL3208377,5,2,Cytochrome P450s; Kinases,CHEMBL3356; CHEMBL3397; CHEMBL340; CHEMBL3622; CHEMBL5508,0
CHEMBL325761,5,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL220; CHEMBL2993; CHEMBL3358,0
CHEMBL3586574,5,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL220; CHEMBL2993; CHEMBL4078; CHEMBL5763,0
CHEMBL3586602,5,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL220; CHEMBL2993; CHEMBL4078; CHEMBL5763,0
CHEMBL374632,5,2,Kinases; Other enzymes,CHEMBL1293244; CHEMBL1293246; CHEMBL1293260; CHEMBL5469; CHEMBL5567,0
CHEMBL3763535,5,2,Cholinesterases; Monoamine oxidases,CHEMBL1914; CHEMBL2039; CHEMBL220; CHEMBL4078; CHEMBL5763,0
CHEMBL3764211,5,2,Cholinesterases; Monoamine oxidases,CHEMBL1914; CHEMBL2039; CHEMBL220; CHEMBL4078; CHEMBL5763,0
CHEMBL3764609,5,2,Cholinesterases; Monoamine oxidases,CHEMBL1914; CHEMBL2039; CHEMBL220; CHEMBL4078; CHEMBL5763,0
CHEMBL3764762,5,2,Cholinesterases; Monoamine oxidases,CHEMBL1914; CHEMBL2039; CHEMBL220; CHEMBL4078; CHEMBL5763,0
CHEMBL3765293,5,2,Cholinesterases; Monoamine oxidases,CHEMBL1914; CHEMBL2039; CHEMBL220; CHEMBL4078; CHEMBL5763,0
CHEMBL4208961,5,2,Cholinesterases; Monoamine oxidases,CHEMBL1914; CHEMBL2039; CHEMBL220; CHEMBL4078; CHEMBL5763,0
CHEMBL4217755,5,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL220; CHEMBL4078; CHEMBL5763,0
CHEMBL440526,5,2,Cholinesterases; Other enzymes,CHEMBL1914; CHEMBL220; CHEMBL3199; CHEMBL3229; CHEMBL3403,0
CHEMBL4450045,5,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL220; CHEMBL4078; CHEMBL5763,0
CHEMBL4456665,5,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL220; CHEMBL4078; CHEMBL5763,0
CHEMBL5632713,5,2,Other/unclassified; Proteases,CHEMBL1801; CHEMBL204; CHEMBL244; CHEMBL2820; CHEMBL2821,0
CHEMBL108697,4,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL220; CHEMBL2993; CHEMBL3358,0
CHEMBL109085,4,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL220; CHEMBL2993; CHEMBL3358,0
CHEMBL111309,4,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL220; CHEMBL2993; CHEMBL3358,0
CHEMBL111310,4,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL220; CHEMBL2993; CHEMBL3358,0
CHEMBL1172750,4,2,Carbonic anhydrases; Other/unclassified,CHEMBL3242; CHEMBL3594; CHEMBL3797020; CHEMBL4837,0
CHEMBL1310325,4,2,Other/unclassified; Proteases,CHEMBL1293239; CHEMBL1293240; CHEMBL1795093; CHEMBL6089,0
CHEMBL1313807,4,2,Other enzymes; Other/unclassified,CHEMBL1293311; CHEMBL1795098; CHEMBL2635; CHEMBL5511,0
CHEMBL1325233,4,2,Nuclear receptors; Other enzymes,CHEMBL1293229; CHEMBL1795098; CHEMBL206; CHEMBL242,0
CHEMBL1381306,4,2,Nuclear receptors; Other enzymes,CHEMBL1293229; CHEMBL1741179; CHEMBL206; CHEMBL242,0
CHEMBL1423338,4,2,Cytochrome P450s; Kinases,CHEMBL1293228; CHEMBL3356; CHEMBL340; CHEMBL3622,0
CHEMBL142799,4,2,Monoamine oxidases; Other enzymes,CHEMBL1075138; CHEMBL2039; CHEMBL2993; CHEMBL3358,0
CHEMBL1431610,4,2,G protein-coupled receptors; Other enzymes,CHEMBL1293244; CHEMBL1293246; CHEMBL1293260; CHEMBL1293267,0
CHEMBL146222,4,2,Monoamine oxidases; Other enzymes,CHEMBL1075138; CHEMBL2039; CHEMBL2993; CHEMBL3358,0
CHEMBL1494927,4,2,Other/unclassified; Proteases,CHEMBL1293282; CHEMBL1293286; CHEMBL1293302; CHEMBL5939,0
CHEMBL1507250,4,2,Other enzymes; Other/unclassified,CHEMBL1741165; CHEMBL1741176; CHEMBL2146304; CHEMBL5567,0
CHEMBL1598666,4,2,Cytochrome P450s; Kinases,CHEMBL3356; CHEMBL3397; CHEMBL3622; CHEMBL5469,0
CHEMBL18966,4,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL220; CHEMBL2993; CHEMBL3358,0
CHEMBL1946917,4,2,Kinases; Other enzymes,CHEMBL1781; CHEMBL2292; CHEMBL4036; CHEMBL5508,0
CHEMBL2047528,4,2,Cholinesterases; Other enzymes,CHEMBL1914; CHEMBL220; CHEMBL2243; CHEMBL3229,0
CHEMBL2047529,4,2,Cholinesterases; Other enzymes,CHEMBL1914; CHEMBL220; CHEMBL2243; CHEMBL3229,0
CHEMBL2177264,4,2,G protein-coupled receptors; Other/unclassified,CHEMBL1075322; CHEMBL218; CHEMBL2384898; CHEMBL253,0
CHEMBL2181540,4,2,G protein-coupled receptors; Other/unclassified,CHEMBL1075322; CHEMBL218; CHEMBL2384898; CHEMBL253,0
CHEMBL2181542,4,2,G protein-coupled receptors; Other/unclassified,CHEMBL1075322; CHEMBL218; CHEMBL2384898; CHEMBL253,0
CHEMBL2333943,4,2,G protein-coupled receptors; Ion channels and transporters,CHEMBL1293267; CHEMBL1904; CHEMBL1972; CHEMBL4109,0
CHEMBL2387530,4,2,G protein-coupled receptors; Other/unclassified,CHEMBL1075322; CHEMBL218; CHEMBL2384898; CHEMBL253,0
CHEMBL276076,4,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL220; CHEMBL2993; CHEMBL3358,0
CHEMBL3092189,4,2,Cytochrome P450s; Kinases,CHEMBL1906; CHEMBL3397; CHEMBL340; CHEMBL3587,0
CHEMBL3092195,4,2,Cytochrome P450s; Kinases,CHEMBL1906; CHEMBL3397; CHEMBL340; CHEMBL3587,0
CHEMBL3121782,4,2,Carbonic anhydrases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL3242; CHEMBL3594,0
CHEMBL3417293,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL3417297,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL3417302,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL3417303,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL3417304,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL3417308,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL3417309,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL3586575,4,2,Cholinesterases; Monoamine oxidases,CHEMBL2993; CHEMBL3358; CHEMBL4078; CHEMBL5763,0
CHEMBL3586578,4,2,Cholinesterases; Monoamine oxidases,CHEMBL2993; CHEMBL3358; CHEMBL4078; CHEMBL5763,0
CHEMBL3586579,4,2,Cholinesterases; Monoamine oxidases,CHEMBL2993; CHEMBL3358; CHEMBL4078; CHEMBL5763,0
CHEMBL3586581,4,2,Cholinesterases; Monoamine oxidases,CHEMBL2993; CHEMBL3358; CHEMBL4078; CHEMBL5763,0
CHEMBL3586593,4,2,Cholinesterases; Monoamine oxidases,CHEMBL220; CHEMBL2993; CHEMBL4078; CHEMBL5763,0
CHEMBL3586594,4,2,Cholinesterases; Monoamine oxidases,CHEMBL220; CHEMBL2993; CHEMBL4078; CHEMBL5763,0
CHEMBL3586604,4,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL220; CHEMBL2993; CHEMBL4078,0
CHEMBL3586605,4,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL220; CHEMBL2993; CHEMBL4078,0
CHEMBL3586611,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL2993; CHEMBL4078,0
CHEMBL4094117,4,2,Nuclear receptors; Other enzymes,CHEMBL1870; CHEMBL2004; CHEMBL2061; CHEMBL3720,0
CHEMBL4205110,4,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL220; CHEMBL4078; CHEMBL5763,0
CHEMBL4205520,4,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL220; CHEMBL4078; CHEMBL5763,0
CHEMBL4205764,4,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL220; CHEMBL4078; CHEMBL5763,0
CHEMBL4206041,4,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL220; CHEMBL4078; CHEMBL5763,0
CHEMBL4210401,4,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL220; CHEMBL4078; CHEMBL5763,0
CHEMBL4213345,4,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL220; CHEMBL4078; CHEMBL5763,0
CHEMBL4213874,4,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL220; CHEMBL4078; CHEMBL5763,0
CHEMBL4218281,4,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL220; CHEMBL4078; CHEMBL5763,0
CHEMBL4439320,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL4446787,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL4447506,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL4450310,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL4468552,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL4472789,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL4473562,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL448060,4,2,Cholinesterases; Cytochrome P450s,CHEMBL220; CHEMBL4078; CHEMBL4878; CHEMBL5763,0
CHEMBL4522235,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL4529750,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL4539659,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL4551962,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL4556552,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL4562275,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL4569054,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL4578377,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1914; CHEMBL1951; CHEMBL2039; CHEMBL220,0
CHEMBL4580662,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL4598256,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL220; CHEMBL5763,0
CHEMBL5081663,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL220; CHEMBL5763,0
CHEMBL5083014,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL220; CHEMBL5763,0
CHEMBL5090504,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL220; CHEMBL5763,0
CHEMBL5169638,4,2,Cholinesterases; Other enzymes,CHEMBL1914; CHEMBL215; CHEMBL220; CHEMBL6174,0
CHEMBL5176910,4,2,Cholinesterases; Other enzymes,CHEMBL1914; CHEMBL215; CHEMBL220; CHEMBL6174,0
CHEMBL5185240,4,2,Cholinesterases; Other enzymes,CHEMBL1914; CHEMBL215; CHEMBL220; CHEMBL6174,0
CHEMBL5196941,4,2,Cholinesterases; Other enzymes,CHEMBL1914; CHEMBL215; CHEMBL220; CHEMBL6174,0
CHEMBL5197349,4,2,Cholinesterases; Other enzymes,CHEMBL1914; CHEMBL215; CHEMBL220; CHEMBL6174,0
CHEMBL5200035,4,2,Cholinesterases; Other enzymes,CHEMBL1914; CHEMBL215; CHEMBL220; CHEMBL6174,0
CHEMBL5202541,4,2,Cholinesterases; Other enzymes,CHEMBL1914; CHEMBL215; CHEMBL220; CHEMBL6174,0
CHEMBL5219483,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL220; CHEMBL4078,0
CHEMBL5542165,4,2,Carbonic anhydrases; Kinases,CHEMBL205; CHEMBL279; CHEMBL3242; CHEMBL3594,0
CHEMBL5563417,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1914; CHEMBL1951; CHEMBL2039; CHEMBL220,0
CHEMBL5567975,4,2,Carbonic anhydrases; Kinases,CHEMBL205; CHEMBL279; CHEMBL3242; CHEMBL3594,0
CHEMBL5568861,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1914; CHEMBL1951; CHEMBL2039; CHEMBL220,0
CHEMBL5569594,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1914; CHEMBL1951; CHEMBL2039; CHEMBL220,0
CHEMBL5573115,4,2,Cholinesterases; Monoamine oxidases,CHEMBL1914; CHEMBL1951; CHEMBL2039; CHEMBL220,0
CHEMBL107488,3,2,Cholinesterases; Monoamine oxidases,CHEMBL220; CHEMBL2993; CHEMBL3358,0
CHEMBL107541,3,2,Cholinesterases; Monoamine oxidases,CHEMBL220; CHEMBL2993; CHEMBL3358,0
CHEMBL108928,3,2,Cholinesterases; Monoamine oxidases,CHEMBL220; CHEMBL2993; CHEMBL3358,0
CHEMBL109084,3,2,Cholinesterases; Monoamine oxidases,CHEMBL220; CHEMBL2993; CHEMBL3358,0
CHEMBL128551,3,2,Cholinesterases; Other enzymes,CHEMBL220; CHEMBL3199; CHEMBL3229,0
CHEMBL1330249,3,2,G protein-coupled receptors; Other/unclassified,CHEMBL1075322; CHEMBL1250379; CHEMBL4361,0
CHEMBL1345017,3,2,Other enzymes; Other/unclassified,CHEMBL1293246; CHEMBL1741163; CHEMBL5804,0
CHEMBL1389163,3,2,Nuclear receptors; Other enzymes,CHEMBL1293229; CHEMBL1795098; CHEMBL242,0
CHEMBL1390568,3,2,Other enzymes; Other/unclassified,CHEMBL1250379; CHEMBL1741179; CHEMBL1741217,0
CHEMBL1410870,3,2,Nuclear receptors; Proteases,CHEMBL2007629; CHEMBL4374; CHEMBL4471,0
CHEMBL1414071,3,2,Cytochrome P450s; G protein-coupled receptors,CHEMBL1293267; CHEMBL3356; CHEMBL3397,0
CHEMBL1415432,3,2,Kinases; Other enzymes,CHEMBL1741179; CHEMBL1741217; CHEMBL5508,0
CHEMBL1426944,3,2,Cytochrome P450s; Monoamine oxidases,CHEMBL2039; CHEMBL3356; CHEMBL3622,0
CHEMBL1440892,3,2,Nuclear receptors; Other/unclassified,CHEMBL1615382; CHEMBL1615387; CHEMBL4218,0
CHEMBL1454848,3,2,Other/unclassified; Proteases,CHEMBL1293311; CHEMBL4117; CHEMBL4361,0
CHEMBL1471865,3,2,Other enzymes; Other/unclassified,CHEMBL2219; CHEMBL2889; CHEMBL4361,0
CHEMBL1499653,3,2,Other enzymes; Other/unclassified,CHEMBL1250379; CHEMBL1795098; CHEMBL4361,0
CHEMBL1520346,3,2,Other enzymes; Other/unclassified,CHEMBL1293246; CHEMBL5113; CHEMBL5804,0
CHEMBL1521897,3,2,Other enzymes; Proteases,CHEMBL1795093; CHEMBL3108645; CHEMBL6175,0
CHEMBL153064,3,2,G protein-coupled receptors; Other/unclassified,CHEMBL2085; CHEMBL3230; CHEMBL4333,0
CHEMBL1547311,3,2,Other/unclassified; Proteases,CHEMBL1293286; CHEMBL4117; CHEMBL5939,0
CHEMBL1559383,3,2,Kinases; Other/unclassified,CHEMBL1741161; CHEMBL1795089; CHEMBL5508,0
CHEMBL1566908,3,2,Nuclear receptors; Other/unclassified,CHEMBL1615382; CHEMBL1615387; CHEMBL4218,0
CHEMBL1630091,3,2,Other/unclassified; Proteases,CHEMBL283; CHEMBL321; CHEMBL3706,0
CHEMBL1688890,3,2,Cytochrome P450s; Other enzymes,CHEMBL1908; CHEMBL1978; CHEMBL2722,0
CHEMBL1688891,3,2,Cytochrome P450s; Other enzymes,CHEMBL1908; CHEMBL1978; CHEMBL2722,0
CHEMBL1688892,3,2,Cytochrome P450s; Other enzymes,CHEMBL1908; CHEMBL1978; CHEMBL2722,0
CHEMBL1688893,3,2,Cytochrome P450s; Other enzymes,CHEMBL1908; CHEMBL1978; CHEMBL2722,0
CHEMBL1688894,3,2,Cytochrome P450s; Other enzymes,CHEMBL1908; CHEMBL1978; CHEMBL2722,0
CHEMBL1688895,3,2,Cytochrome P450s; Other enzymes,CHEMBL1908; CHEMBL1978; CHEMBL2722,0
CHEMBL1688897,3,2,Cytochrome P450s; Other enzymes,CHEMBL1908; CHEMBL1978; CHEMBL2722,0
CHEMBL1688898,3,2,Cytochrome P450s; Other enzymes,CHEMBL1908; CHEMBL1978; CHEMBL2722,0
CHEMBL1688899,3,2,Cytochrome P450s; Other enzymes,CHEMBL1908; CHEMBL1978; CHEMBL2722,0
CHEMBL1688900,3,2,Cytochrome P450s; Other enzymes,CHEMBL1908; CHEMBL1978; CHEMBL2722,0
CHEMBL1688901,3,2,Cytochrome P450s; Other enzymes,CHEMBL1908; CHEMBL1978; CHEMBL2722,0
CHEMBL1688911,3,2,Cytochrome P450s; Other enzymes,CHEMBL1908; CHEMBL1978; CHEMBL2722,0
CHEMBL189704,3,2,G protein-coupled receptors; Ion channels and transporters,CHEMBL273; CHEMBL313; CHEMBL339,0
CHEMBL1970493,3,2,Other enzymes; Other/unclassified,CHEMBL1293286; CHEMBL1741179; CHEMBL1741217,0
CHEMBL2019154,3,2,Carbonic anhydrases; Monoamine oxidases,CHEMBL2039; CHEMBL205; CHEMBL261,0
CHEMBL2047525,3,2,Cholinesterases; Other enzymes,CHEMBL1914; CHEMBL220; CHEMBL3229,0
CHEMBL225499,3,2,Cytochrome P450s; Other enzymes,CHEMBL1908; CHEMBL1978; CHEMBL2722,0
CHEMBL2387744,3,2,G protein-coupled receptors; Other/unclassified,CHEMBL1075322; CHEMBL2384898; CHEMBL253,0
CHEMBL243263,3,2,Carbonic anhydrases; Other/unclassified,CHEMBL3242; CHEMBL3594; CHEMBL4361,0
CHEMBL267447,3,2,Other enzymes; Proteases,CHEMBL1795093; CHEMBL243; CHEMBL247,0
CHEMBL274029,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2993; CHEMBL3358; CHEMBL4768,0
CHEMBL301226,3,2,Kinases; Other enzymes,CHEMBL2147; CHEMBL2292; CHEMBL3471,0
CHEMBL320251,3,2,Cholinesterases; Monoamine oxidases,CHEMBL220; CHEMBL2993; CHEMBL3358,0
CHEMBL3220507,3,2,Cholinesterases; Monoamine oxidases,CHEMBL1951; CHEMBL2039; CHEMBL220,0
CHEMBL3326698,3,2,Cholinesterases; Proteases,CHEMBL1914; CHEMBL220; CHEMBL4822,0
CHEMBL3326704,3,2,Cholinesterases; Proteases,CHEMBL1914; CHEMBL220; CHEMBL4822,0
CHEMBL3326707,3,2,Cholinesterases; Other/unclassified,CHEMBL1914; CHEMBL220; CHEMBL2487,0
CHEMBL3359952,3,2,Cytochrome P450s; Other enzymes,CHEMBL1908; CHEMBL1978; CHEMBL2722,0
CHEMBL3359953,3,2,Cytochrome P450s; Other enzymes,CHEMBL1908; CHEMBL1978; CHEMBL2722,0
CHEMBL3359954,3,2,Cytochrome P450s; Other enzymes,CHEMBL1908; CHEMBL1978; CHEMBL2722,0
CHEMBL3359955,3,2,Cytochrome P450s; Other enzymes,CHEMBL1908; CHEMBL1978; CHEMBL2722,0
CHEMBL3359956,3,2,Cytochrome P450s; Other enzymes,CHEMBL1908; CHEMBL1978; CHEMBL2722,0
CHEMBL3359957,3,2,Cytochrome P450s; Other enzymes,CHEMBL1908; CHEMBL1978; CHEMBL2722,0
CHEMBL3359958,3,2,Cytochrome P450s; Other enzymes,CHEMBL1908; CHEMBL1978; CHEMBL2722,0
CHEMBL3417294,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL3417296,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL3417298,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL3417301,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL3417305,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL3417306,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL3417307,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL3417310,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL3417311,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL3417312,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL3585361,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2993; CHEMBL4078; CHEMBL5763,0
CHEMBL358644,3,2,G protein-coupled receptors; Other/unclassified,CHEMBL2085; CHEMBL3230; CHEMBL4333,0
CHEMBL3586580,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2993; CHEMBL4078; CHEMBL5763,0
CHEMBL3586584,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2993; CHEMBL3358; CHEMBL5763,0
CHEMBL3586586,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2993; CHEMBL4078; CHEMBL5763,0
CHEMBL3586587,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2993; CHEMBL4078; CHEMBL5763,0
CHEMBL3586588,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2993; CHEMBL4078; CHEMBL5763,0
CHEMBL3586589,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2993; CHEMBL4078; CHEMBL5763,0
CHEMBL3586590,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2993; CHEMBL4078; CHEMBL5763,0
CHEMBL3586596,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2993; CHEMBL4078; CHEMBL5763,0
CHEMBL3586597,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2993; CHEMBL4078; CHEMBL5763,0
CHEMBL3586598,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2993; CHEMBL4078; CHEMBL5763,0
CHEMBL3586600,3,2,Cholinesterases; Monoamine oxidases,CHEMBL220; CHEMBL2993; CHEMBL4078,0
CHEMBL3586603,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL2993; CHEMBL4078,0
CHEMBL3586609,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2993; CHEMBL4078; CHEMBL5763,0
CHEMBL3586612,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2993; CHEMBL4078; CHEMBL5763,0
CHEMBL3586613,3,2,Cholinesterases; Monoamine oxidases,CHEMBL3358; CHEMBL4078; CHEMBL5763,0
CHEMBL3763819,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL3764112,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL3764166,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL3764276,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL3764334,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL3764408,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL3764436,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL3764644,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL3765442,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL3765760,3,2,Cholinesterases; Monoamine oxidases,CHEMBL2039; CHEMBL4078; CHEMBL5763,0
CHEMBL379350,3,2,Cytochrome P450s; Monoamine oxidases,CHEMBL2039; CHEMBL3356; CHEMBL3622,0
CHEMBL3818390,3,2,G protein-coupled receptors; Other/unclassified,CHEMBL226; CHEMBL251; CHEMBL3712907,0
CHEMBL3818574,3,2,G protein-coupled receptors; Other/unclassified,CHEMBL226; CHEMBL251; CHEMBL3712907,0
